66.5 0.24238 0.28294 0.32239 0.3608 0.3982 16.931 16.664 16.365 16.039 15.692
67 0.2395 0.27957 0.31856 0.35651 0.39347 16.624 16.368 16.079 15.764 15.427
67.5 0.23665 0.27625 0.31477 0.35227 0.38879 16.321 16.076 15.798 15.493 15.165
68 0.23385 0.27298 0.31104 0.34809 0.38418 16.023 15.788 15.52 15.225 14.907
68.5 0.23108 0.26975 0.30736 0.34398 0.37964 15.729 15.505 15.247 14.961 14.653
69 0.22835 0.26656 0.30373 0.33991 0.37515 15.44 15.226 14.977 14.701 14.402
69.5 0.22566 0.26342 0.30015 0.3359 0.37073 15.154 14.95 14.712 14.445 14.154
70 0.223 0.26032 0.29661 0.33195 0.36636 14.873 14.679 14.45 14.192 13.911
70.5 0.22038 0.25726 0.29313 0.32805 0.36206 14.596 14.411 14.191 13.943 13.67
71 0.21779 0.25424 0.28969 0.3242 0.35781 14.323 14.148 13.937 13.697 13.433
71.5 0.21524 0.25126 0.2863 0.3204 0.35362 14.054 13.888 13.686 13.455 13.199
72 0.21273 0.24832 0.28295 0.31665 0.34948 13.789 13.632 13.439 13.216 12.968
72.5 0.21024 0.24542 0.27964 0.31296 0.3454 13.528 13.38 13.195 12.98 12.741
73 0.20779 0.24256 0.27639 0.30931 0.34138 13.27 13.131 12.955 12.748 12.517
73.5 0.20537 0.23974 0.27317 0.30571 0.33741 13.017 12.886 12.718 12.519 12.296
74 0.20299 0.23695 0.26999 0.30216 0.33348 12.767 12.645 12.485 12.294 12.078
74.5 0.20063 0.2342 0.26686 0.29865 0.32962 12.521 12.407 12.255 12.072 11.863
75 0.19831 0.23149 0.26377 0.29519 0.3258 12.279 12.173 12.028 11.853 11.652
75.5 0.19602 0.22881 0.26072 0.29178 0.32203 12.041 11.942 11.805 11.637 11.443
76 0.19375 0.22617 0.25771 0.28841 0.31831 11.806 11.714 11.585 11.424 11.237
76.5 0.19152 0.22356 0.25474 0.28508 0.31464 11.574 11.49 11.368 11.214 11.034
77 0.18931 0.22099 0.2518 0.2818 0.31102 11.346 11.27 11.154 11.008 10.835
77.5 0.18714 0.21845 0.24891 0.27856 0.30744 11.122 11.052 10.944 10.804 10.638
78 0.18499 0.21594 0.24605 0.27536 0.30391 10.901 10.838 10.737 10.603 10.444
78.5 0.18287 0.21346 0.24323 0.27221 0.30043 10.683 10.627 10.533 10.406 10.252
79 0.18077 0.21102 0.24045 0.26909 0.29699 10.469 10.42 10.331 10.211 10.064
79.5 0.17871 0.20861 0.2377 0.26601 0.29359 10.258 10.215 10.133 10.019 9.8781
80 0.17667 0.20623 0.23498 0.26298 0.29024 10.051 10.014 9.9381 9.83 9.695
80.5 0.17465 0.20388 0.2323 0.25998 0.28693 9.8464 9.8158 9.7459 9.6437 9.5147
81 0.17266 0.20155 0.22966 0.25702 0.28367 9.6453 9.6207 9.5566 9.4603 9.337
81.5 0.1707 0.19926 0.22705 0.2541 0.28044 9.4473 9.4285 9.3702 9.2796 9.162
82 0.16876 0.197 0.22447 0.25121 0.27726 9.2525 9.2393 9.1866 9.1016 8.9895
82.5 0.16685 0.19477 0.22193 0.24836 0.27411 9.0608 9.0531 9.0059 8.9263 8.8196
83 0.16496 0.19256 0.21941 0.24555 0.27101 8.8721 8.8698 8.8279 8.7536 8.6523
83.5 0.16309 0.19038 0.21693 0.24277 0.26794 8.6865 8.6894 8.6527 8.5836 8.4874
84 0.16125 0.18823 0.21448 0.24003 0.26491 8.5039 8.5119 8.4802 8.4162 8.3251
84.5 0.15943 0.18611 0.21206 0.23732 0.26193 8.3242 8.3371 8.3104 8.2513 8.1651
85 0.15763 0.18401 0.20967 0.23465 0.25897 8.1475 8.1652 8.1433 8.089 8.0077
85.5 0.15586 0.18194 0.20731 0.23201 0.25606 7.9737 7.996 7.9788 7.9292 7.8526
86 0.15411 0.1799 0.20498 0.2294 0.25318 7.8028 7.8295 7.8169 7.7719 7.6999
86.5 0.15238 0.17788 0.20268 0.22682 0.25034 7.6346 7.6658 7.6576 7.617 7.5495
87 0.15067 0.17588 0.20041 0.22428 0.24753 7.4693 7.5047 7.5008 7.4646 7.4014
87.5 0.14898 0.17391 0.19816 0.22177 0.24476 7.3068 7.3462 7.3465 7.3145 7.2557
88 0.14732 0.17197 0.19595 0.21929 0.24202 7.1469 7.1904 7.1947 7.1669 7.1122
88.5 0.14567 0.17004 0.19376 0.21684 0.23932 6.9898 7.0371 7.0453 7.0215 6.9709
89 0.14404 0.16815 0.19159 0.21442 0.23665 6.8354 6.8863 6.8984 6.8785 6.8319
89.5 0.14244 0.16627 0.18946 0.21203 0.23401 6.6836 6.7381 6.7539 6.7378 6.695
90 0.14085 0.16442 0.18735 0.20967 0.2314 6.5344 6.5924 6.6117 6.5993 6.5603
90.5 0.13929 0.16259 0.18526 0.20733 0.22883 6.3878 6.4491 6.4719 6.4631 6.4278
91 0.13774 0.16079 0.18321 0.20503 0.22629 6.2437 6.3082 6.3344 6.3291 6.2973
91.5 0.13621 0.159 0.18117 0.20276 0.22378 6.1022 6.1698 6.1992 6.1973 6.169
92 0.1347 0.15724 0.17916 0.20051 0.2213 5.9632 6.0337 6.0663 6.0676 6.0427
92.5 0.13321 0.1555 0.17718 0.19829 0.21885 5.8266 5.9 5.9356 5.9401 5.9185
93 0.13173 0.15378 0.17522 0.19609 0.21642 5.6925 5.7685 5.8071 5.8147 5.7963
93.5 0.13028 0.15208 0.17328 0.19393 0.21403 5.5607 5.6394 5.6808 5.6914 5.676
94 0.12884 0.1504 0.17137 0.19179 0.21167 5.4314 5.5126 5.5566 5.5701 5.5578
94.5 0.12742 0.14874 0.16948 0.18967 0.20934 5.3043 5.3879 5.4346 5.4509 5.4415
95 0.12602 0.1471 0.16762 0.18758 0.20703 5.1796 5.2655 5.3147 5.3336 5.3271
95.5 0.12463 0.14548 0.16577 0.18552 0.20475 5.0572 5.1453 5.1969 5.2184 5.2146
96 0.12326 0.14389 0.16395 0.18348 0.2025 4.9371 5.0272 5.0811 5.1052 5.104
96.5 0.12191 0.1423 0.16215 0.18146 0.20028 4.8192 4.9112 4.9674 4.9939 4.9953
97 0.12057 0.14074 0.16037 0.17947 0.19808 4.7035 4.7974 4.8557 4.8845 4.8884
97.5 0.11925 0.1392 0.15861 0.17751 0.19591 4.5899 4.6856 4.7459 4.777 4.7833
98 0.11794 0.13768 0.15688 0.17556 0.19377 4.4786 4.5759 4.6382 4.6714 4.6801
98.5 0.11665 0.13617 0.15516 0.17364 0.19165 4.3693 4.4682 4.5323 4.5676 4.5785
99 0.11538 0.13468 0.15346 0.17175 0.18955 4.2621 4.3625 4.4284 4.4657 4.4788
99.5 0.11412 0.13321 0.15179 0.16987 0.18748 4.1571 4.2588 4.3263 4.3655 4.3808
100 0.11287 0.13176 0.15013 0.16802 0.18544 4.054 4.157 4.2262 4.2672 4.2844
100.5 0.11164 0.13032 0.1485 0.16619 0.18342 3.953 4.0572 4.1278 4.1706 4.1898
101 0.11043 0.12891 0.14688 0.16438 0.18142 3.854 3.9592 4.0313 4.0758 4.0968
101.5 0.10923 0.1275 0.14528 0.16259 0.17945 3.7569 3.8632 3.9366 3.9826 4.0055
102 0.10804 0.12612 0.14371 0.16082 0.1775 3.6618 3.769 3.8437 3.8912 3.9158
102.5 0.10687 0.12475 0.14215 0.15908 0.17557 3.5686 3.6766 3.7525 3.8015 3.8277
103 0.10571 0.1234 0.1406 0.15735 0.17367 3.4773 3.586 3.663 3.7134 3.7412
103.5 0.10456 0.12206 0.13908 0.15565 0.17178 3.3878 3.4972 3.5752 3.6269 3.6563
104 0.10343 0.12074 0.13757 0.15396 0.16993 3.3002 3.4102 3.4891 3.5421 3.5729
104.5 0.10231 0.11943 0.13609 0.1523 0.16809 3.2143 3.3249 3.4047 3.4588 3.4911
105 0.10121 0.11814 0.13462 0.15065 0.16627 3.1303 3.2413 3.3219 3.3771 3.4107
105.5 0.10011 0.11687 0.13316 0.14902 0.16448 3.048 3.1594 3.2408 3.297 3.3318
106 0.099034 0.1156 0.13173 0.14742 0.1627 2.9675 3.0791 3.1612 3.2184 3.2544
106.5 0.097966 0.11436 0.13031 0.14583 0.16095 2.8887 3.0005 3.0832 3.1413 3.1785
107 0.096911 0.11313 0.1289 0.14426 0.15921 2.8115 2.9235 3.0067 3.0657 3.104
107.5 0.095868 0.11191 0.12751 0.1427 0.1575 2.7361 2.8481 2.9318 2.9915 3.0309
108 0.094838 0.11071 0.12614 0.14117 0.15581 2.6622 2.7743 2.8584 2.9189 2.9591
108.5 0.093819 0.10952 0.12479 0.13965 0.15413 2.59 2.702 2.7865 2.8476 2.8888
109 0.092812 0.10834 0.12345 0.13815 0.15248 2.5194 2.6313 2.716 2.7777 2.8198
109.5 0.091816 0.10718 0.12212 0.13667 0.15084 2.4503 2.562 2.647 2.7093 2.7521
110 0.090832 0.10603 0.12082 0.13521 0.14923 2.3828 2.4943 2.5794 2.6422 2.6858
110.5 0.089859 0.1049 0.11952 0.13376 0.14763 2.3167 2.428 2.5132 2.5764 2.6208
111 0.088898 0.10377 0.11824 0.13233 0.14605 2.2522 2.3631 2.4484 2.512 2.557
111.5 0.087948 0.10266 0.11698 0.13091 0.14449 2.1891 2.2996 2.385 2.4489 2.4945
112 0.087008 0.10157 0.11573 0.12952 0.14294 2.1275 2.2376 2.3229 2.3871 2.4333
112.5 0.086079 0.10048 0.11449 0.12813 0.14142 2.0673 2.1769 2.2621 2.3266 2.3733
113 0.085161 0.099411 0.11327 0.12677 0.13991 2.0086 2.1175 2.2026 2.2673 2.3145
113.5 0.084253 0.098351 0.11207 0.12542 0.13842 1.9511 2.0595 2.1444 2.2093 2.2568
114 0.083356 0.097304 0.11087 0.12408 0.13694 1.8951 2.0028 2.0875 2.1525 2.2004
114.5 0.082469 0.096268 0.10969 0.12276 0.13549 1.8403 1.9474 2.0318 2.0969 2.1451
115 0.081592 0.095244 0.10853 0.12145 0.13405 1.7869 1.8932 1.9773 2.0424 2.091
115.5 0.080725 0.094232 0.10737 0.12016 0.13262 1.7348 1.8403 1.9241 1.9892 2.038
116 0.079868 0.093232 0.10623 0.11889 0.13121 1.6839 1.7886 1.872 1.937 1.9861
116.5 0.07902 0.092243 0.10511 0.11763 0.12982 1.6343 1.7382 1.8211 1.886 1.9353
117 0.078183 0.091265 0.10399 0.11638 0.12844 1.5859 1.6889 1.7714 1.8362 1.8855
117.5 0.077354 0.090298 0.10289 0.11515 0.12708 1.5387 1.6407 1.7227 1.7874 1.8368
118 0.076535 0.089342 0.1018 0.11393 0.12574 1.4926 1.5937 1.6752 1.7396 1.7892
118.5 0.075726 0.088396 0.10072 0.11272 0.12441 1.4477 1.5479 1.6288 1.693 1.7426
119 0.074925 0.087462 0.099658 0.11153 0.12309 1.404 1.5031 1.5834 1.6474 1.697
119.5 0.074133 0.086538 0.098605 0.11035 0.12179 1.3614 1.4595 1.5391 1.6028 1.6523
120 0.073351 0.085624 0.097564 0.10919 0.12051 1.3198 1.4168 1.4959 1.5592 1.6087
120.5 0.072577 0.084721 0.096535 0.10803 0.11924 1.2793 1.3753 1.4536 1.5166 1.566
121 0.071812 0.083828 0.095517 0.1069 0.11798 1.2399 1.3347 1.4124 1.475 1.5243
121.5 0.071055 0.082944 0.094511 0.10577 0.11673 1.2015 1.2952 1.3721 1.4343 1.4835
122 0.070307 0.082071 0.093515 0.10466 0.11551 1.1641 1.2567 1.3328 1.3946 1.4436
122.5 0.069567 0.081208 0.092532 0.10355 0.11429 1.1277 1.2191 1.2945 1.3558 1.4046
123 0.068836 0.080354 0.091559 0.10247 0.11309 1.0923 1.1825 1.2571 1.3179 1.3665
123.5 0.068113 0.079509 0.090597 0.10139 0.1119 1.0578 1.1468 1.2206 1.2809 1.3293
124 0.067397 0.078675 0.089645 0.10032 0.11073 1.0243 1.112 1.185 1.2448 1.2929
124.5 0.06669 0.077849 0.088705 0.099271 0.10956 0.99167 1.0782 1.1503 1.2095 1.2573
125 0.065991 0.077033 0.087774 0.09823 0.10841 0.95993 1.0452 1.1164 1.1751 1.2226
125.5 0.065299 0.076225 0.086854 0.097201 0.10728 0.92907 1.0131 1.0834 1.1415 1.1887
126 0.064615 0.075427 0.085945 0.096183 0.10615 0.89906 0.98179 1.0512 1.1088 1.1556
126.5 0.063939 0.074637 0.085045 0.095176 0.10504 0.86988 0.95134 1.0199 1.0768 1.1233
127 0.06327 0.073857 0.084156 0.094181 0.10395 0.84153 0.92171 0.98933 1.0456 1.0917
127.5 0.062609 0.073085 0.083276 0.093196 0.10286 0.81397 0.89286 0.95955 1.0152 1.0609
128 0.061955 0.072321 0.082406 0.092223 0.10178 0.7872 0.8648 0.93055 0.98556 1.0308
128.5 0.061308 0.071566 0.081546 0.09126 0.10072 0.76119 0.83749 0.9023 0.95664 1.0015
129 0.060668 0.070819 0.080695 0.090307 0.09967 0.73594 0.81094 0.87478 0.92845 0.97285
129.5 0.060035 0.070081 0.079853 0.089366 0.098631 0.71141 0.78511 0.84799 0.90098 0.94492
130 0.05941 0.069351 0.079021 0.088434 0.097603 0.68759 0.76 0.82191 0.8742 0.91767
130.5 0.058791 0.068628 0.078198 0.087513 0.096587 0.66448 0.73558 0.79652 0.8481 0.8911
131 0.058179 0.067914 0.077384 0.086603 0.095581 0.64204 0.71185 0.77181 0.82268 0.86519
131.5 0.057574 0.067207 0.076579 0.085702 0.094587 0.62027 0.68878 0.74776 0.79791 0.83993
132 0.056975 0.066509 0.075783 0.084811 0.093604 0.59915 0.66637 0.72437 0.77379 0.8153
132.5 0.056383 0.065818 0.074996 0.083929 0.092631 0.57867 0.64459 0.70161 0.7503 0.79129
133 0.055798 0.065134 0.074217 0.083058 0.091669 0.5588 0.62344 0.67947 0.72743 0.76789
133.5 0.055219 0.064458 0.073447 0.082196 0.090718 0.53953 0.6029 0.65794 0.70516 0.74509
134 0.054646 0.06379 0.072685 0.081343 0.089777 0.52085 0.58295 0.63701 0.68349 0.72288
134.5 0.05408 0.063128 0.071931 0.0805 0.088846 0.50275 0.56358 0.61666 0.66239 0.70124
135 0.053519 0.062474 0.071186 0.079666 0.087926 0.4852 0.54478 0.59688 0.64186 0.68016
135.5 0.052965 0.061827 0.070449 0.078841 0.087015 0.4682 0.52653 0.57765 0.62189 0.65963
136 0.052417 0.061188 0.06972 0.078025 0.086115 0.45173 0.50883 0.55897 0.60246 0.63964
136.5 0.051875 0.060555 0.068999 0.077218 0.085224 0.43578 0.49165 0.54082 0.58356 0.62018
137 0.051339 0.059929 0.068286 0.07642 0.084343 0.42033 0.47498 0.52319 0.56517 0.60123
137.5 0.050808 0.05931 0.06758 0.075631 0.083472 0.40536 0.45882 0.50607 0.5473 0.58279
138 0.050284 0.058697 0.066882 0.07485 0.08261 0.39088 0.44314 0.48944 0.52992 0.56484
138.5 0.049765 0.058091 0.066192 0.074077 0.081757 0.37686 0.42794 0.47329 0.51303 0.54738
139 0.049251 0.057492 0.065509 0.073313 0.080914 0.36329 0.41321 0.45762 0.49661 0.53039
139.5 0.048744 0.0569 0.064834 0.072557 0.08008 0.35016 0.39893 0.4424 0.48066 0.51386
140 0.048241 0.056313 0.064166 0.07181 0.079255 0.33746 0.38509 0.42764 0.46516 0.49779
140.5 0.047745 0.055733 0.063505 0.07107 0.078438 0.32518 0.37168 0.41331 0.4501 0.48215
141 0.047253 0.05516 0.062851 0.070339 0.077631 0.3133 0.35868 0.39941 0.43547 0.46695
141.5 0.046767 0.054592 0.062205 0.069615 0.076832 0.30181 0.3461 0.38593 0.42126 0.45217
142 0.046286 0.054031 0.061565 0.068899 0.076043 0.2907 0.33391 0.37285 0.40746 0.43781
142.5 0.04581 0.053476 0.060933 0.068191 0.075261 0.27996 0.32211 0.36017 0.39407 0.42384
143 0.04534 0.052926 0.060307 0.067491 0.074488 0.26959 0.31068 0.34787 0.38106 0.41028
